29.602	59.768	190	149	1054	1	9
31.058	107.52	190	149	2343	1	9
32.514	155.28	190	149	3632	1	9
32.818	152.45	190	160	3557	1	9
30.49	64.441	190	170	1183	1	9
31.946	112.2	190	170	2472	1	9
33.402	159.95	190	170	3761	1	9
31.706	32.116	190	232	319	1	9
37.95	71.557	190	374	1403	1	9
42.305	114.25	190	460	2567	1	9
42.538	106.73	190	473	2366	1	9
42.711	106.6	190	478	2363	1	9
42.981	104.96	190	487	2320	1	9
43.085	104.87	190	490	2318	1	9
46.307	108.09	190	578	2417	1	9
46.371	107.86	190	580	2411	1	9
46.413	108.07	190	581	2417	1	9
46.87	99.748	190	601	2195	281	9
47.153	103.21	190	606	2289	293	9
47.22	103.08	190	608	2286	293	9
47.224	102.04	190	609	2258	293	9
47.153	97.401	190	611	2133	282	9
47.214	99.401	190	611	2187	282	9
47.78	103.97	190	623	2312	293	9
47.845	103.78	190	625	2307	293	9
47.945	104.73	190	627	2333	293	9
48.108	108.91	190	628	2446	1	9
47.89	99.453	190	630	2191	282	9
48.104	105.3	190	631	2349	293	9
48.135	105.15	190	632	2345	293	9
48.245	108.74	190	632	2442	1	9
48.16	102.47	190	635	2273	293	9
48.45	102.68	190	643	2280	293	9
48.516	101.34	190	646	2244	294	9
48.583	102.37	190	647	2272	294	9
48.724	104.65	190	649	2334	293	9
48.779	102.97	190	652	2289	294	9
48.758	99.961	190	654	2208	294	9
48.929	105.56	190	654	2359	293	9
48.964	106.7	190	654	2390	1	9
49.009	107.03	190	655	2399	1	9
48.995	105.4	190	656	2355	293	9
49.038	106.81	190	656	2393	1	9
48.868	100.09	190	657	2212	294	9
49.059	106.36	190	657	2381	293	9
48.78	96.014	190	658	2102	282	9
48.899	99.941	190	658	2208	294	9
48.964	102.05	190	658	2265	294	9
48.954	100.57	190	659	2225	294	9
49.135	106.49	190	659	2385	293	9
49.173	106.6	190	660	2388	1	9
49.02	100.41	190	661	2221	294	9
49.064	101.85	190	661	2260	294	9
49.08	102.37	190	661	2274	294	9
49.192	103.73	190	663	2311	293	9
49.301	107.29	190	663	2407	1	9
48.991	95.946	190	664	2101	282	9
49.375	107.39	190	665	2410	1	9
49.366	103.59	190	668	2308	293	9
49.529	107.78	190	669	2421	1	9
49.555	108.63	190	669	2444	1	9
49.35	99.578	190	671	2200	294	9
49.359	99.875	190	671	2208	294	9
49.354	98.536	190	672	2172	282	9
49.562	104.2	190	673	2325	294	9
48.785	77.556	190	674	1606	21	9
49.633	105.38	190	674	2357	293	9
49.694	103.88	190	677	2317	294	9
49.699	101.72	190	679	2259	294	9
49.746	102.09	190	680	2269	294	9
49.845	105.35	190	680	2357	293	9
49.891	106.83	190	680	2397	293	9
49.92	106.64	190	681	2392	293	9
49.88	103	190	683	2294	294	9
50.003	103.54	190	686	2309	294	9
50.09	102.9	190	689	2292	294	9
50.055	100.59	190	690	2230	294	9
50.072	99.959	190	691	2213	294	9
50.238	105.4	190	691	2360	293	9
50.283	106.89	190	691	2400	293	9
50.318	108.04	190	691	2431	1	9
50.131	100.73	190	692	2234	294	9
50.427	108.13	190	694	2434	1	9
50.402	106.13	190	695	2380	293	9
50.237	99.563	190	696	2203	294	9
50.39	104.56	190	696	2338	293	9
50.397	103.63	190	697	2313	294	9
50.483	106.45	190	697	2389	293	9
50.532	108.08	190	697	2433	417	9
50.475	105.04	190	698	2351	293	9
50.496	105.74	190	698	2370	293	9
50.51	106.18	190	698	2382	293	9
50.459	103.36	190	699	2306	294	9
50.507	104.92	190	699	2348	294	9
50.576	107.18	190	699	2409	293	9
50.538	104.77	190	700	2344	294	9
50.619	107.43	190	700	2416	293	9
50.527	103.24	190	701	2303	294	9
50.537	103.58	190	701	2312	294	9
50.595	105.47	190	701	2363	294	9
50.614	106.1	190	701	2380	293	9
50.644	104.75	190	703	2344	294	9
50.649	104.94	190	703	2349	294	9
50.715	107.09	190	703	2407	293	9
50.722	107.31	190	703	2413	293	9
50.634	103.26	190	704	2304	294	9
50.699	105.41	190	704	2362	294	9
50.731	105.3	190	705	2359	294	9
50.563	98.623	190	706	2179	282	9
50.688	102.7	190	706	2289	294	9
50.806	105.4	190	707	2362	294	9
50.717	101.32	190	708	2252	294	9
50.721	101.47	190	708	2256	294	9
50.91	106.5	190	709	2392	293	9
50.916	106.68	190	709	2397	293	9
50.826	101.41	190	711	2255	294	9
50.884	103.3	190	711	2306	294	9
50.928	104.75	190	711	2345	294	9
50.979	105.26	190	712	2359	294	9
51.062	108	190	712	2433	417	9
50.948	103.07	190	713	2300	294	9
51.052	106.48	190	713	2392	293	9
51.085	107.59	190	713	2422	417	9
51.158	107.65	190	715	2424	417	9
51.024	102.09	190	716	2274	294	9
51.054	103.06	190	716	2300	294	9
51.059	103.24	190	716	2305	294	9
50.976	99.345	190	717	2200	282	9
51.106	103.61	190	717	2315	294	9
51.173	105.79	190	717	2374	293	9
51.177	105.94	190	717	2378	293	9
51.27	108.98	190	717	2460	417	9
51.075	101.41	190	718	2256	294	9
51.203	105.64	190	718	2370	293	9
51.192	104.11	190	719	2329	294	9
51.295	107.49	190	719	2420	293	9
51.231	104.22	190	720	2332	294	9
51.29	106.15	190	720	2384	293	9
51.3	106.48	190	720	2393	293	9
51.14	100.07	190	721	2220	294	9
51.243	103.44	190	721	2311	294	9
51.246	103.55	190	721	2314	294	9
51.381	106.8	190	722	2402	293	9
51.279	102.28	190	723	2280	294	9
51.38	105.61	190	723	2370	293	9
51.39	105.95	190	723	2379	293	9
51.415	104.42	190	725	2338	294	9
51.464	104.86	190	726	2350	294	9
51.534	106	190	727	2381	294	9
51.529	104.66	190	728	2345	294	9
51.592	106.74	190	728	2401	293	9
51.572	103.76	190	730	2321	294	9
51.602	104.73	190	730	2347	294	9
51.517	100.79	190	731	2241	294	9
51.599	103.46	190	731	2313	294	9
51.682	106.2	190	731	2387	294	9
51.701	106.83	190	731	2404	293	9
51.574	101.49	190	732	2260	294	9
51.627	103.23	190	732	2307	294	9
51.668	104.57	190	732	2343	294	9
51.637	102.38	190	733	2284	294	9
51.717	105.01	190	733	2355	294	9
51.818	108.34	190	733	2445	417	9
51.733	104.37	190	734	2338	294	9
51.772	105.67	190	734	2373	294	9
51.84	107.89	190	734	2433	417	9
51.671	101.18	190	735	2252	294	9
51.714	102.59	190	735	2290	294	9
51.798	105.33	190	735	2364	294	9
51.882	108.11	190	735	2439	417	9
51.687	100.55	190	736	2235	294	9
51.757	102.84	190	736	2297	294	9
51.801	104.29	190	736	2336	294	9
51.927	108.4	190	736	2447	417	9
51.658	98.429	190	737	2178	282	9
51.83	104.06	190	737	2330	294	9
51.84	103.24	190	738	2308	294	9
51.892	104.94	190	738	2354	294	9
51.988	108.09	190	738	2439	417	9
52.003	108.57	190	738	2452	417	9
51.736	98.641	190	739	2184	282	9
51.855	102.57	190	739	2290	294	9
51.863	102.83	190	739	2297	294	9
51.974	104.11	190	741	2332	294	9
52.057	106.86	190	741	2406	293	9
52.09	107.93	190	741	2435	417	9
51.963	102.59	190	742	2291	294	9
52.019	104.44	190	742	2341	294	9
52.071	104.99	190	743	2356	294	9
51.994	101.28	190	744	2256	294	9
52.088	104.36	190	744	2339	294	9
52.128	105.69	190	744	2375	294	9
52.163	106.84	190	744	2406	293	9
52.061	102.32	190	745	2284	294	9
52.158	105.5	190	745	2370	294	9
52.193	106.65	190	745	2401	293	9
52.236	108.06	190	745	2439	417	9
52.22	106.39	190	746	2394	294	9
52.196	104.42	190	747	2341	294	9
52.233	105.64	190	747	2374	294	9
52.165	101.07	190	749	2251	294	9
52.204	102.37	190	749	2286	294	9
52.256	102.88	190	750	2300	294	9
52.341	105.7	190	750	2376	294	9
52.398	107.55	190	750	2426	417	9
52.427	107.32	190	751	2420	293	9
52.292	101.76	190	752	2270	294	9
52.297	101.91	190	752	2274	294	9
52.341	103.35	190	752	2313	294	9
52.522	109.28	190	752	2473	417	9
52.336	102.02	190	753	2277	294	9
52.367	103.05	190	753	2305	294	9
52.504	107.54	190	753	2426	417	9
52.404	101.93	190	755	2275	294	9
52.552	106.78	190	755	2406	293	9
52.503	102.85	190	757	2300	294	9
52.583	103.13	190	759	2308	294	9
52.666	105.87	190	759	2382	294	9
52.747	106.2	190	761	2391	294	9
52.753	106.38	190	761	2396	294	9
52.678	102.75	190	762	2298	294	9
52.715	103.97	190	762	2331	294	9
52.718	104.08	190	762	2334	294	9
52.746	105.01	190	762	2359	294	9
52.642	100.41	190	763	2235	294	9
52.68	100.51	190	764	2238	294	9
52.729	100.95	190	765	2250	294	9
52.846	104.77	190	765	2353	294	9
52.865	105.4	190	765	2370	294	9
52.874	105.7	190	765	2378	294	9
52.779	100.24	190	767	2231	294	9
52.782	100.35	190	767	2234	294	9
52.866	103.09	190	767	2308	294	9
52.87	103.24	190	767	2312	294	9
52.878	103.5	190	767	2319	294	9
52.92	104.87	190	767	2356	294	9
52.933	105.32	190	767	2368	294	9
52.997	106.24	190	768	2393	294	9
53.07	106.3	190	770	2395	294	9
52.711	93.366	190	771	2046	283	9
52.971	101.89	190	771	2276	294	9
52.999	102.81	190	771	2301	294	9
53.137	107.33	190	771	2423	293	9
53.017	102.25	190	772	2286	294	9
53.17	106.1	190	773	2390	294	9
53.145	104.09	190	774	2336	294	9
53.224	106.69	190	774	2406	293	9
53.094	101.27	190	775	2260	294	9
53.232	105.79	190	775	2382	294	9
53.246	106.24	190	775	2394	294	9
53.231	104.6	190	776	2350	294	9
53.234	103.52	190	777	2321	294	9
53.314	105	190	778	2361	294	9
53.333	104.44	190	779	2346	294	9
53.381	106.03	190	779	2389	294	9
53.359	104.14	190	780	2338	294	9
53.371	104.55	190	780	2349	294	9
53.306	101.24	190	781	2260	294	9
53.459	106.24	190	781	2395	294	9
53.44	104.46	190	782	2347	294	9
53.497	105.16	190	783	2366	294	9
53.522	104.82	190	784	2357	294	9
53.526	104.97	190	784	2361	294	9
53.527	103.82	190	785	2330	294	9
53.548	102.18	190	787	2286	294	9
53.714	107.62	190	787	2433	417	9
53.619	103.36	190	788	2318	294	9
53.561	100.28	190	789	2235	294	9
53.564	100.39	190	789	2238	294	9
53.637	102.76	190	789	2302	294	9
53.685	104.35	190	789	2345	294	9
53.727	105.72	190	789	2382	294	9
53.701	103.72	190	790	2328	294	9
53.753	105.42	190	790	2374	294	9
53.806	105.97	190	791	2389	294	9
53.739	102.63	190	792	2299	294	9
53.77	103.63	190	792	2326	294	9
53.868	106.86	190	792	2413	294	9
53.915	107.22	190	793	2423	294	9
53.907	104.65	190	795	2354	294	9
53.931	105.43	190	795	2375	294	9
53.67	95.721	190	796	2113	283	9
53.9	103.24	190	796	2316	294	9
53.939	103.35	190	797	2319	294	9
54.02	104.86	190	798	2360	294	9
54.107	107.71	190	798	2437	417	9
54.138	107.56	190	799	2433	417	9
54.117	104.55	190	801	2352	294	9
54.024	100.32	190	802	2238	294	9
54.081	102.21	190	802	2289	294	9
54.088	102.43	190	802	2295	294	9
54.106	103.03	190	802	2311	294	9
54.208	106.36	190	802	2401	294	9
54.251	107.77	190	802	2439	417	9
53.93	96.093	190	803	2124	283	9
54.025	99.205	190	803	2208	295	9
54.09	101.32	190	803	2265	294	9
54.098	101.58	190	803	2272	294	9
54.192	104.69	190	803	2356	294	9
54.265	107.06	190	803	2420	294	9
54.275	107.39	190	803	2429	294	9
54.232	104.83	190	804	2360	294	9
54.314	107.5	190	804	2432	294	9
54.317	107.61	190	804	2435	417	9
54.045	97.528	190	805	2163	283	9
54.132	100.38	190	805	2240	294	9
54.259	104.53	190	805	2352	294	9
54.131	99.19	190	806	2208	295	9
54.251	103.12	190	806	2314	294	9
54.341	106.08	190	806	2394	294	9
54.373	107.12	190	806	2422	294	9
54.38	107.34	190	806	2428	294	9
54.201	100.3	190	807	2238	294	9
54.359	105.48	190	807	2378	294	9
54.362	105.59	190	807	2381	294	9
54.403	106.93	190	807	2417	294	9
54.791	119.67	190	807	2761	1	9
54.287	101.96	190	808	2283	294	9
54.448	107.26	190	808	2426	294	9
54.164	96.767	190	809	2143	283	9
54.408	104.77	190	809	2359	294	9
54.427	105.4	190	809	2376	294	9
54.45	104.99	190	810	2365	294	9
54.469	105.62	190	810	2382	294	9
54.433	102.09	190	812	2287	294	9
52.918	51.25	190	813	915	21	9
54.515	103.64	190	813	2329	294	9
54.519	103.75	190	813	2332	294	9
54.573	103.18	190	815	2317	294	9
54.623	103.66	190	816	2330	294	9
55.236	122.62	190	817	2842	1	9
54.545	97.605	190	819	2167	283	9
54.757	103.42	190	820	2324	294	9
54.821	105.49	190	820	2380	294	9
54.845	106.31	190	820	2402	294	9
54.837	104.86	190	821	2363	294	9
54.863	105.71	190	821	2386	294	9
54.613	96.367	190	822	2134	283	9
54.868	104.7	190	822	2359	294	9
54.635	95.918	190	823	2122	283	9
54.921	104.14	190	824	2344	294	9
54.927	104.32	190	824	2349	294	9
54.98	104.91	190	825	2365	294	9
55.441	120.03	190	825	2773	1	9
54.778	97.125	190	826	2155	283	9
55.012	104.79	190	826	2362	294	9
55.024	104.01	190	827	2341	294	9
55.066	104.23	190	828	2347	294	9
55.08	104.67	190	828	2359	294	9
54.943	99.036	190	829	2207	295	9
55.038	102.15	190	829	2291	294	9
55.135	105.33	190	829	2377	294	9
55.129	103.96	190	830	2340	294	9
55.135	104.14	190	830	2345	294	9
55.601	118.29	190	831	2727	1	9
55.142	102.06	190	832	2289	294	9
55.284	105.54	190	833	2383	294	9
55.396	109.24	190	833	2483	417	9
55.003	95.158	190	834	2103	283	9
55.317	103.15	190	836	2319	294	9
55.393	105.63	190	836	2386	294	9
55.347	102.96	190	837	2314	294	9
55.412	105.11	190	837	2372	294	9
55.416	105.22	190	837	2375	294	9
55.423	103.13	190	839	2319	294	9
55.476	104.88	190	839	2366	294	9
55.454	102.98	190	840	2315	294	9
55.508	104.76	190	840	2363	294	9
55.534	105.61	190	840	2386	294	9
55.36	98.716	190	841	2200	295	9
55.508	103.57	190	841	2331	294	9
55.373	98.007	190	842	2181	283	9
55.497	100.89	190	843	2259	294	9
55.576	103.49	190	843	2329	294	9
55.441	97.886	190	844	2178	283	9
55.579	100.1	190	846	2238	295	9
55.547	97.87	190	847	2178	295	9
55.778	104.27	190	848	2351	294	9
55.615	97.786	190	849	2176	295	9
55.81	104.16	190	849	2348	294	9
55.816	102.04	190	851	2291	294	9
55.892	104.52	190	851	2358	294	9
55.856	102.18	190	852	2295	294	9
55.918	104.22	190	852	2350	294	9
55.922	104.37	190	852	2354	294	9
55.934	104.74	190	852	2364	294	9
55.884	101.95	190	853	2289	294	9
55.924	102.1	190	854	2293	294	9
56.012	103.79	190	855	2339	294	9
56.078	103.64	190	857	2335	294	9
55.994	98.551	190	859	2198	295	9
56.153	103.77	190	859	2339	294	9
56.184	103.62	190	860	2335	294	9
56.067	97.461	190	862	2169	283	9
56.099	98.498	190	862	2197	295	9
56.112	97.789	190	863	2178	295	9
56.114	96.673	190	864	2148	283	9
56.407	106.27	190	864	2407	294	9
56.202	98.409	190	865	2195	295	9
56.652	106.16	190	871	2405	294	9
56.52	97.173	190	875	2163	283	9
56.752	104.8	190	875	2369	294	9
56.695	101.76	190	876	2287	294	9
56.643	96.56	190	879	2147	283	9
56.905	105.16	190	879	2379	294	9
56.683	96.703	190	880	2151	283	9
56.906	102.85	190	881	2317	294	9
56.981	105.33	190	881	2384	294	9
56.75	96.581	190	882	2148	283	9
56.997	104.66	190	882	2366	294	9
57.077	104.98	190	884	2375	294	9
57.082	105.13	190	884	2379	294	9
57.086	105.28	190	884	2383	294	9
56.852	94.111	190	887	2082	283	9
57.127	101.96	190	888	2294	294	9
57.061	95.123	190	892	2110	283	9
57.288	102.57	190	892	2311	294	9
57.385	105.76	190	892	2397	294	9
57.33	102.79	190	893	2317	294	9
56.967	88.55	190	895	1933	283	9
57.386	102.3	190	895	2304	294	9
57.397	102.67	190	895	2314	294	9
57.828	116.78	190	895	2695	417	9
57.466	102.58	190	897	2312	294	9
57.623	105.42	190	899	2389	294	9
57.971	116.84	190	899	2697	417	9
57.975	116.95	190	899	2700	417	9
57.786	103.76	190	905	2345	294	9
57.875	104.35	190	907	2361	294	9
57.879	104.49	190	907	2365	294	9
58.26	116.98	190	907	2702	417	9
57.838	101.97	190	908	2297	294	9
57.921	104.71	190	908	2371	294	9
57.573	92.11	190	909	2031	283	9
57.984	104.44	190	910	2364	294	9
58.364	116.89	190	910	2700	417	9
57.878	99.806	190	911	2239	295	9
57.871	96.086	190	914	2139	283	9
57.91	96.192	190	915	2142	283	9
58.123	102	190	916	2299	294	9
57.974	95.959	190	917	2136	283	9
58.247	104.93	190	917	2378	294	9
58.137	98.987	190	919	2218	295	9
58.051	94.981	190	920	2110	283	9
58.054	95.092	190	920	2113	283	9
58.167	98.797	190	920	2213	295	9
58.295	101.83	190	921	2295	294	9
57.997	89.742	190	923	1969	283	9
58.134	94.225	190	923	2090	283	9
58.344	101.12	190	923	2276	295	9
58.462	104.97	190	923	2380	294	9
58.165	94.071	190	924	2086	283	9
58.19	94.886	190	924	2108	283	9
58.824	115.67	190	924	2669	417	9
58.45	102.25	190	925	2307	294	9
58.524	102.36	190	927	2310	294	9
58.93	115.66	190	927	2669	417	9
58.953	116.43	190	927	2690	417	9
58.295	93.681	190	928	2076	283	9
58.298	93.792	190	928	2079	283	9
